epoch,step,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_acc,val_auroc,val_f1_class_0,val_f1_class_1,val_f1_class_2,val_f1_class_3,val_f1_class_4,val_f1_class_5,val_f1_class_6,val_f1_class_7,val_loss,val_macro_f1,val_precision_class_0,val_precision_class_1,val_precision_class_2,val_precision_class_3,val_precision_class_4,val_precision_class_5,val_precision_class_6,val_precision_class_7,val_recall_class_0,val_recall_class_1,val_recall_class_2,val_recall_class_3,val_recall_class_4,val_recall_class_5,val_recall_class_6,val_recall_class_7,val_weighted_f1
0,9,,0.4375,,2.0961108207702637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19,,0.46875,,1.9459080696105957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,29,,0.59375,,1.837760090827942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,39,,0.53125,,1.8603556156158447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,49,,0.5625,,1.6270126104354858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,59,,0.59375,,1.5621511936187744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,69,,0.5625,,1.4668116569519043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,79,,0.53125,,1.4828252792358398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,89,,0.53125,,1.9654240608215332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,99,,0.53125,,1.537599802017212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,109,,0.5,,1.5713294744491577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,119,,0.40625,,1.7133171558380127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,129,,0.4375,,1.8009188175201416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,138,,,,,0.5789473652839661,0.8697328567504883,0.30281689763069153,0.40096619725227356,0.3166666626930237,0.18644067645072937,0.7825594544410706,0.4634334146976471,0.24078623950481415,0.328125,1.4779155254364014,0.3777243196964264,0.19634702801704407,0.5030303001403809,0.349693238735199,0.13414634764194489,0.8632104992866516,0.48548388481140137,0.15654951333999634,0.23333333432674408,0.6615384817123413,0.3333333432674408,0.2893401086330414,0.3055555522441864,0.715691328048706,0.44329896569252014,0.521276593208313,0.5526315569877625,0.587216317653656
0,138,0.5053011775016785,,1.7581140995025635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,139,,0.46875,,1.5150701999664307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,149,,0.5,,1.2123947143554688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,159,,0.5625,,1.6645599603652954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,169,,0.4375,,1.4038251638412476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,179,,0.46875,,1.5637847185134888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,189,,0.65625,,1.4747205972671509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,199,,0.6875,,1.1881662607192993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,209,,0.625,,1.1011967658996582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,219,,0.53125,,1.2174326181411743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,229,,0.46875,,1.9042214155197144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,239,,0.46875,,1.4568514823913574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,249,,0.5,,1.6465493440628052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,259,,0.46875,,1.2460654973983765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,269,,0.5,,1.4214026927947998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,277,,,,,0.609473705291748,0.8904955387115479,0.31622177362442017,0.5182926654815674,0.37482118606567383,0.27272728085517883,0.8008986115455627,0.49203822016716003,0.2822085916996002,0.28140702843666077,1.3216320276260376,0.4173268973827362,0.21568627655506134,0.5246913433074951,0.4295082092285156,0.23076923191547394,0.8748466372489929,0.5355286002159119,0.1982758641242981,0.17391304671764374,0.5923076868057251,0.5120481848716736,0.3324873149394989,0.3333333432674408,0.7384774684906006,0.4550810158252716,0.4893617033958435,0.7368420958518982,0.6248859167098999
1,277,0.5463568568229675,,1.4532208442687988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,279,,0.53125,,1.013207197189331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,289,,0.625,,1.5531184673309326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,299,,0.71875,,1.4243932962417603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,309,,0.59375,,1.2223312854766846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,319,,0.59375,,1.34378182888031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,329,,0.5625,,1.2580320835113525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,339,,0.625,,1.1876062154769897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,349,,0.53125,,1.3109666109085083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,359,,0.5625,,0.8523694276809692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,369,,0.53125,,1.4120430946350098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,379,,0.5,,1.506333351135254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
